title,desc,link,country
Tawakkalna,SDAIA developed Tawakkalna to support government efforts aimed at countering Covid-19 to preserve the health and safety of citizens and residents against the virus. It was developed to facilitate the issuance of movement permits electronically during the,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115709312370365,Category 10 — AL C7. ICT applications: benefits in all aspects of life — E-health,Saudi Arabia
Research and practice of 5G security assurance evaluation Technology,5G has more and more impact on human society. Security issue becomes key point on 5G communication development. The security and trustworthiness on network element is highlighted by industrials and governments. It also requires global co-operation to mak,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114042517776239,Category 5 — AL C5. Building confidence and security in use of ICTs,China
WonderTree,"WonderTree is innovating education and physiotherapy for special needs children by making it affordable, accessible, and fun. We are doing this through gamifying conventional academic, cognitive, and physiotherapy exercises using augmented reality and ar",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16118303699011303,Category 10 — AL C7. ICT applications: benefits in all aspects of life — E-health,Malaysia
Security Awareness Training Platforms,"The challenge of raising awareness is to develop a security culture within the company, so that all employees can contribute to strengthening the IT security of their company. For a company, information security awareness consists of : 1. Complying with",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121922220911267,Category 5 — AL C5. Building confidence and security in use of ICTs,"SONELGAZ Group Network,"
The United Arab Emirates Telecommunications Regulatory Authority Initiatives in response to COVID-19,"""In the context of its role in supporting the government's precautionary efforts during COVID-19, the TRA launched several initiatives to enhance the ICT sector and ensure the safety of citizens, residents and visitors on the UAE territory. - Education a",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112263562783828,Category 7 — AL C7. ICT applications: benefits in all aspects of life — E-government,United Arab Emirates
ZINAKE,Zinake is a cloud based platform that conveniently connects temporary workers to job opportunities in their locality at the click of a button. Zinake is a community innovation that ensures that users (individuals or organizations) are guaranteed of quali,/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121605609504007,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Kenya
Woman DNS Academy,"The Benin Chapter of the Internet Society is the main stakeholder organization of the Benin DNS Forum (along with 4 other non-profit organizations). Through the Benin DNS Forum initiative (www.dnsforum.bj), the Woman DNS Academy Program has been initiate",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16112406096262146,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Benin
The reBIRTH on the internet (REviver na Rede),"""The reBIRTH on the internet project (REviver na Rede) is an initiative to support online social networks to strengthen new forms of active job search and promote employability, social integration, socialization, and social and digital inclusion in the M",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16104484351146615,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Madeira ,"
Upgrade traditional industries in Yunnan Province of China by using 5G network to promote electronic employment,"5G network with its ""large bandwidth, low delay, high reliability"" technical features has become the main content and aspect of China's new information infrastructure construction. In recent years, Yunnan's economy has developed rapidly and its economic",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114992395660659,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"Yunnan Province ,"
The Virtual Labor Market Platform,"Following the fourth industrial revolution, MOHRE strategic plan for smart transformation and as part of the overall initiatives taken by UAE to limit the effects of the emerging coronavirus pandemic on the economy and labor market, MOHRE launched Virtua",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16115634815671911,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,"UAE,"
Our Actions Against Coronavirus (COVID-19),"With the remote working model, technical personnel were enabled to continue their planned work at their home with the remote working model. Remote desktop solution allows them to access everything they need for a productive working day. All the meetings",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16105296409013669,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Turkey
Pedius Work Inclusion Solution,"The Pedius Work Inclusion Solution offers Deaf & Hard of Hearing employees the ability to fully participate in work activities by activating a personal number with unlimited incoming & outgoing calls, conference calls capabilities and specialized incomin",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16098403635330447,Category 11 — AL C7. ICT applications: benefits in all aspects of life — E-employment,Italy
We explore ways to use AI/ML to understand those suffering Alzheimer's Disease,"Kin-Keepers is dedicated to elderly populations. It uses AI to give seniors a synthetic voice. Its product called the ""Assistive Self ""is a Machine Learning algorithm that translates the utterances of those suffering from Alzheimer's Disease. Finding a w",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16103923848588710,Category 17 — AL C10. Ethical dimensions of the Information Society,Spain
Unified Family Platform,"General Women's Union [GWU] places family cohesion as the topmost priority, believing unity efforts, integrating roles, and cooperation between entities can create high-quality services; based on this concept, GWU developed a unified family counseling pl",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16114835552011858,Category 17 — AL C10. Ethical dimensions of the Information Society,United Arab Emirates
UNDERSTANDING THE NEEDS OF REFUGEES THROUGH HARNESING BIG DATA,"Lebanon continues to host the largest number of refugees relative to its national population, where 1 in 6 people is a refugee. Since 2011 over 5 million Syrian refugees and 6 million internally displaced persons (IDPs) have been forcibly displaced due t",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16103543882534190,Category 17 — AL C10. Ethical dimensions of the Information Society,"North and Bekaa governorate,"
The Lagos Slums Project,"The Slum Project is the brainchild of Adeola, a GIS consultant, Drone expert, and Mentor to young girls who desire to grow in the drone technology/photography/videography and GIS space. There are over 500 slums in the Lagos metropolis and as such it pose",/net4/wsis/stocktaking/Prizes/2021/DetailsPopup/16121763186638724,Category 17 — AL C10. Ethical dimensions of the Information Society,Nigeria
